"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","Solo"
"LINE","SECONDS","NANOSECONDS","RECORD","flx_solo_Avg","flx_solo2_Avg","Uso_10cm_Avg","ECCs650_10cm_Avg","TempSCs650_10cm_Avg","PermCs650_10cm_Avg","PerAvgCs650_10cm_Avg","VoltRCs650_10cm_Avg","Uso_20cm_Avg","ECCs650_20cm_Avg","TempSCs650_20cm_Avg","PermCs650_20cm_Avg","PerAvgCs650_20cm_Avg","VoltRCs650_20cm_Avg","Uso_30cm_Avg","ECCs650_30cm_Avg","TempSCs650_30cm_Avg","PermCs650_30cm_Avg","PerAvgCs650_30cm_Avg","VoltRCs650_30cm_Avg","Uso_40cm_Avg","ECCs650_40cm_Avg","TempSCs650_40cm_Avg","PermCs650_40cm_Avg","PerAvgCs650_40cm_Avg","VoltRCs650_40cm_Avg","Uso_60cm_Avg","ECCs650_60cm_Avg","TempSCs650_60cm_Avg","PermCs650_60cm_Avg","PerAvgCs650_60cm_Avg","VoltRCs650_60cm_Avg","Uso_100cm_Avg","ECCs650_100cm_Avg","TempSCs650_100cm_Avg","PermCs650_100cm_Avg","PerAvgCs650_100cm_Avg","VoltRCs650_100cm_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
359,1056800400,0,698,"NAN","NAN",0.40038,0.03052,25.4046,24.9923,3.57838,1.09174,0.384,0.01715,25.6095,23.3803,3.5095,1.05054,0.3618,0.01405,25.6766,21.3706,3.4089,1.04136,0.31883,0.00584,25.7652,17.9508,3.21241,1.01743,0.32993,0.00578,25.609,18.782,3.25386,1.01778,0.37562,0.01092,25.5327,22.5997,3.49492,1.03215
360,1056801000,0,699,"NAN","NAN",0.4002,0.03053,25.4043,24.9715,3.5773,1.09175,0.384,0.0171,25.604,23.3805,3.5095,1.05037,0.3618,0.01405,25.6716,21.3708,3.4089,1.04123,0.3188,0.00589,25.763,17.9486,3.2123,1.01756,0.3297,0.00579,25.6073,18.7664,3.2529,1.0178,0.37577,0.01085,25.5319,22.6147,3.49576,1.03202
361,1056806400,0,0,"NAN","NAN","NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
362,1056807000,0,1,"NAN","NAN","NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
363,1056807600,0,2,"NAN","NAN","NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
364,1056808200,0,3,"NAN","NAN","NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0,"NAN",0,0,0,0,0
365,1056811800,0,4,6.863,"NAN",0.3999,0.03064,25.5984,24.9482,3.5762,1.0921,0.3831,0.0171,25.6062,23.2929,3.505,1.05035,0.3605,0.01396,25.6467,21.2566,3.4027,1.04106,0.3175,0.00585,25.7406,17.8542,3.2066,1.01757,0.3279,0.00577,25.6243,18.6309,3.245,1.01769,0.3747,0.01081,25.5311,22.513,3.4903,1.03189
366,1056812400,0,5,6.952,"NAN",0.3999,0.03051,25.6115,24.9486,3.5762,1.09169,0.38294,0.01701,25.6059,23.2756,3.50412,1.05016,0.36039,0.01391,25.6476,21.2464,3.4021,1.04092,0.3175,0.00577,25.7443,17.8545,3.2066,1.01736,0.32784,0.00578,25.6238,18.625,3.24467,1.01774,0.37468,0.01083,25.5319,22.5108,3.49019,1.03199
367,1056813000,0,6,6.957,"NAN",0.3999,0.03059,25.6302,24.9483,3.5762,1.09196,0.38292,0.017,25.609,23.2735,3.50401,1.05011,0.3604,0.01395,25.6467,21.2463,3.4021,1.04102,0.31729,0.00586,25.7566,17.8411,3.20583,1.01751,0.32782,0.0058,25.6266,18.6229,3.24456,1.0178,0.37449,0.01075,25.5316,22.4921,3.4892,1.03168
368,1056813600,0,7,6.767,"NAN",0.3999,0.03065,25.6492,24.9481,3.5762,1.09216,0.38289,0.01707,25.6093,23.2711,3.5039,1.05029,0.3603,0.01393,25.6487,21.24,3.40177,1.04099,0.31721,0.0058,25.7476,17.8358,3.2055,1.01729,0.3279,0.00584,25.6235,18.6306,3.245,1.01785,0.37448,0.01076,25.5319,22.492,3.4892,1.03169
369,1056814200,0,8,6.326,"NAN",0.39972,0.0305,25.664,24.9279,3.57521,1.09166,0.3829,0.01705,25.6174,23.2712,3.5039,1.05023,0.3601,0.014,25.6431,21.2252,3.401,1.0412,0.31721,0.0058,25.7504,17.8356,3.2055,1.01739,0.32772,0.00582,25.6241,18.6131,3.24401,1.01786,0.37444,0.0109,25.5333,22.4916,3.4892,1.03215
370,1056814800,0,9,5.947,"NAN",0.3997,0.03063,25.6679,24.9252,3.5751,1.09205,0.38289,0.01704,25.6112,23.2712,3.5039,1.05017,0.3601,0.01391,25.6467,21.2256,3.401,1.04089,0.3172,0.0058,25.7431,17.8357,3.2055,1.01736,0.3277,0.00579,25.6285,18.6115,3.2439,1.01769,0.37449,0.01072,25.5277,22.4921,3.4892,1.03161
371,1056815400,0,10,5.751,"NAN",0.3997,0.03066,25.6873,24.9252,3.5751,1.09213,0.38274,0.01699,25.6201,23.2604,3.5033,1.05006,0.3601,0.014,25.6434,21.2253,3.401,1.04117,0.317,0.00582,25.7465,17.8167,3.2043,1.01745,0.32764,0.00579,25.6218,18.6075,3.24368,1.01775,0.37447,0.01088,25.5291,22.4917,3.4892,1.0321
372,1056816000,0,11,5.539,"NAN",0.3997,0.03066,25.7124,24.9252,3.5751,1.09215,0.3826,0.01701,25.6199,23.2494,3.5027,1.05015,0.36006,0.014,25.6436,21.2211,3.40078,1.04116,0.317,0.00583,25.7482,17.8167,3.2043,1.01746,0.3274,0.00576,25.6257,18.5923,3.2428,1.01761,0.3742,0.01089,25.5333,22.4704,3.488,1.03217
373,1056816600,0,12,5.382,274.7,0.3997,0.03063,25.7275,24.9253,3.5751,1.09202,0.3826,0.0171,25.6291,23.2492,3.5027,1.05033,0.3599,0.01389,25.6414,21.205,3.3999,1.04086,0.317,0.00579,25.7501,17.8169,3.2043,1.01732,0.3274,0.00573,25.6168,18.5924,3.2428,1.01753,0.3742,0.01082,25.5372,22.4706,3.488,1.03194
374,1056817200,0,13,5.232,117.4,0.3997,0.03061,25.7392,24.9252,3.5751,1.09208,0.3826,0.01702,25.6282,23.2493,3.5027,1.05016,0.3599,0.01401,25.6428,21.2045,3.3999,1.04119,0.317,0.00583,25.7448,17.8167,3.2043,1.01741,0.3274,0.00579,25.6269,18.592,3.2428,1.0178,0.3742,0.01078,25.5336,22.4708,3.488,1.03179
375,1056817800,0,14,5.07,153.5,0.3997,0.03072,25.7568,24.925,3.5751,1.09233,0.3826,0.01706,25.638,23.2493,3.5027,1.05024,0.3599,0.0139,25.6464,21.205,3.3999,1.04083,0.31694,0.00582,25.7493,17.813,3.20408,1.01742,0.32721,0.0058,25.6235,18.5765,3.24184,1.01775,0.3742,0.01073,25.5414,22.4709,3.488,1.03166
376,1056818400,0,15,4.841,113.3,0.3997,0.03063,25.7636,24.9252,3.5751,1.09212,0.3826,0.01706,25.6417,23.2492,3.5027,1.05029,0.3599,0.01392,25.6408,21.2048,3.3999,1.04092,0.31671,0.00578,25.7448,17.7981,3.2032,1.01729,0.32717,0.00576,25.628,18.5728,3.2416,1.01768,0.3742,0.01085,25.5333,22.4705,3.488,1.03203
377,1056819000,0,16,4.696,-116.4,0.3997,0.03065,25.7901,24.9251,3.5751,1.09217,0.38256,0.01703,25.6411,23.245,3.50248,1.05016,0.35981,0.01387,25.6394,21.1988,3.39957,1.04079,0.3167,0.00578,25.7434,17.7981,3.2032,1.01732,0.32717,0.00576,25.6302,18.5728,3.2416,1.0177,0.3742,0.01085,25.5338,22.4706,3.488,1.03202
378,1056819600,0,17,4.44,-121,0.3997,0.0306125,25.7997,24.9253,3.5751,1.09204,0.3824,0.0170125,25.6445,23.2275,3.5016,1.05016,0.3596,0.013925,25.6452,21.1841,3.3988,1.04092,0.3167,0.005825,25.742,17.7978,3.2032,1.01749,0.3272,0.005725,25.6155,18.573,3.2416,1.01757,0.3742,0.0107625,25.5384,22.4708,3.488,1.03177
379,1056820200,0,18,4.55,-360.3,0.3997,0.0307,25.7969,24.925,3.5751,1.09227,0.3824,0.01697,25.6509,23.2277,3.5016,1.04999,0.3596,0.0139,25.645,21.1842,3.3988,1.04089,0.3167,0.00578,25.7448,17.7982,3.2032,1.01721,0.32711,0.00577,25.6196,18.5689,3.24138,1.01769,0.3742,0.01072,25.5358,22.471,3.488,1.03162
380,1056820800,0,19,4.126,"NAN",0.3997,0.03067,25.8142,24.9252,3.5751,1.09216,0.3824,0.01705,25.6529,23.2274,3.5016,1.05022,0.3596,0.01392,25.6492,21.1841,3.3988,1.04094,0.31668,0.0058,25.7406,17.7961,3.20309,1.01734,0.3269,0.00572,25.6302,18.5536,3.2405,1.0176,0.3742,0.01076,25.5338,22.4708,3.488,1.03173
381,1056821400,0,20,3.792,"NAN",0.3997,0.03063,25.8215,24.9252,3.5751,1.09208,0.3824,0.01704,25.6585,23.2274,3.5016,1.05022,0.3596,0.01393,25.6436,21.1841,3.3988,1.04092,0.31667,0.00582,25.7398,17.796,3.20309,1.01737,0.3269,0.00567,25.6218,18.554,3.2405,1.01738,0.3742,0.01073,25.533,22.4709,3.488,1.03165
382,1056822000,0,21,3.948,"NAN",0.39954,0.03067,25.836,24.9067,3.57414,1.09222,0.3824,0.01703,25.6632,23.2275,3.5016,1.05015,0.3596,0.01393,25.6442,21.184,3.3988,1.04096,0.3167,0.0058,25.7389,17.798,3.2032,1.01736,0.3269,0.00578,25.6221,18.5534,3.2405,1.01772,0.3742,0.01084,25.5408,22.4706,3.488,1.03195
383,1056822600,0,22,3.324,"NAN",0.3995,0.0306,25.8396,24.9023,3.5739,1.09197,0.3824,0.01703,25.6668,23.2276,3.5016,1.05011,0.3596,0.01391,25.647,21.1841,3.3988,1.0409,0.3167,0.0058,25.7392,17.798,3.2032,1.01734,0.3269,0.00572,25.6215,18.5537,3.2405,1.01753,0.3742,0.01078,25.5374,22.4708,3.488,1.03181
384,1056823200,0,23,3.358,"NAN",0.3995,0.03067,25.8548,24.9021,3.5739,1.09221,0.3824,0.01707,25.6758,23.2273,3.5016,1.05035,0.3596,0.01386,25.6428,21.1844,3.3988,1.04068,0.3167,0.00578,25.7409,17.7982,3.2032,1.01728,0.32687,0.00577,25.628,18.5515,3.24039,1.01768,0.3742,0.01074,25.5372,22.4709,3.488,1.03165
385,1056823800,0,24,3.263,"NAN",0.3995,0.03073,25.8573,24.9019,3.5739,1.09242,0.3824,0.01696,25.6741,23.2277,3.5016,1.04997,0.3596,0.01396,25.6389,21.1839,3.3988,1.04103,0.3167,0.00585,25.7395,17.7977,3.2032,1.0175,0.3269,0.00574,25.6215,18.5536,3.2405,1.01762,0.3742,0.01076,25.5372,22.4708,3.488,1.03177
386,1056824400,0,25,3.068,"NAN",0.3995,0.0307,25.8615,24.902,3.5739,1.09229,0.3824,0.01697,25.6791,23.2277,3.5016,1.05001,0.35942,0.01392,25.6403,21.1654,3.39772,1.04093,0.3167,0.00582,25.7412,17.7979,3.2032,1.01742,0.3269,0.00575,25.6316,18.5536,3.2405,1.01764,0.3742,0.0108,25.5369,22.4707,3.488,1.03184
387,1056825000,0,26,3.135,"NAN",0.3995,0.03064,25.8741,24.9022,3.5739,1.09213,0.38234,0.01702,25.6788,23.221,3.50127,1.05015,0.3594,0.01394,25.6501,21.1633,3.3976,1.04099,0.31666,0.00578,25.7375,17.7943,3.20298,1.01732,0.3269,0.00579,25.6232,18.5533,3.2405,1.01776,0.3742,0.01078,25.5347,22.4708,3.488,1.03182
388,1056825600,0,27,2.644,"NAN",0.3995,0.03067,25.8763,24.9021,3.5739,1.09223,0.3822,0.01702,25.6928,23.2057,3.5005,1.05016,0.3594,0.01394,25.6478,21.1633,3.3976,1.04097,0.31649,0.00582,25.7356,17.779,3.2021,1.01743,0.3269,0.00575,25.6238,18.5535,3.2405,1.01767,0.3742,0.01077,25.5352,22.4708,3.488,1.03175
389,1056826200,0,28,2.499,"NAN",0.3995,0.03061,25.8897,24.9022,3.5739,1.09206,0.3822,0.01706,25.6903,23.2055,3.5005,1.05028,0.3594,0.0139,25.6484,21.1634,3.3976,1.0409,0.3165,0.00577,25.7378,17.7794,3.2021,1.01727,0.32679,0.00576,25.6285,18.5459,3.24006,1.01764,0.3742,0.01079,25.5391,22.4707,3.488,1.03186
390,1056826800,0,29,2.204,"NAN",0.3995,0.03077,25.8861,24.9018,3.5739,1.09253,0.3822,0.01697,25.6917,23.2058,3.5005,1.05003,0.3594,0.01392,25.6456,21.1633,3.3976,1.04093,0.3165,0.00581,25.735,17.7791,3.2021,1.01738,0.32662,0.00574,25.6221,18.5343,3.2394,1.01758,0.3742,0.01076,25.5366,22.4708,3.488,1.03172
391,1056827400,0,30,1.83,"NAN",0.3995,0.03075,25.8895,24.9019,3.5739,1.09245,0.3822,0.01701,25.6995,23.2057,3.5005,1.05012,0.3594,0.01392,25.6436,21.1633,3.3976,1.04095,0.31649,0.00581,25.7333,17.7791,3.2021,1.01738,0.3266,0.00578,25.6255,18.5341,3.2394,1.01773,0.3742,0.01082,25.5383,22.4706,3.488,1.03195
392,1056828000,0,31,1.696,"NAN",0.3995,0.03076,25.8911,24.9019,3.5739,1.09246,0.3822,0.01705,25.7057,23.2055,3.5005,1.05027,0.3594,0.01397,25.647,21.1631,3.3976,1.04109,0.3165,0.00577,25.7406,17.7793,3.2021,1.01728,0.3266,0.00575,25.6249,18.5342,3.2394,1.01765,0.3742,0.01074,25.5392,22.4709,3.488,1.03166
393,1056828600,0,32,1.412,"NAN",0.3995,0.03063,25.8956,24.9022,3.5739,1.09212,0.3822,0.01701,25.7166,23.2057,3.5005,1.05012,0.3594,0.01389,25.6529,21.1635,3.3976,1.04084,0.31649,0.00579,25.7356,17.7793,3.2021,1.0173,0.32662,0.0057,25.6238,18.5345,3.2394,1.01754,0.3742,0.01083,25.5383,22.4706,3.488,1.03195
394,1056829200,0,33,1.356,"NAN",0.3995,0.03078,25.8925,24.9018,3.5739,1.09252,0.3822,0.01702,25.7099,23.2057,3.5005,1.05012,0.3594,0.01389,25.6548,21.1635,3.3976,1.04083,0.31649,0.00575,25.7367,17.7794,3.2021,1.01721,0.3266,0.00573,25.6285,18.5344,3.2394,1.01755,0.3742,0.01076,25.5397,22.4708,3.488,1.03172
395,1056829800,0,34,0.87,"NAN",0.3995,0.03056,25.897,24.9024,3.5739,1.09186,0.3822,0.01701,25.716,23.2058,3.5005,1.05007,0.3594,0.01393,25.6506,21.1633,3.3976,1.04096,0.3165,0.00581,25.7404,17.7792,3.2021,1.01734,0.32661,0.00575,25.6215,18.5343,3.2394,1.01761,0.3742,0.01074,25.5444,22.4709,3.488,1.0317
396,1056830400,0,35,0.898,"NAN",0.3995,0.03063,25.906,24.9022,3.5739,1.09205,0.3822,0.01705,25.7247,23.2056,3.5005,1.05024,0.3594,0.0139,25.6551,21.1634,3.3976,1.04089,0.3165,0.00579,25.737,17.7792,3.2021,1.01733,0.32661,0.00574,25.6243,18.5343,3.2394,1.0176,0.3742,0.01083,25.5358,22.4706,3.488,1.03197
397,1056831000,0,36,0.731,"NAN",0.3995,0.03068,25.913,24.9021,3.5739,1.09219,0.3822,0.01705,25.7202,23.2056,3.5005,1.05023,0.3594,0.01396,25.6599,21.1632,3.3976,1.04104,0.3165,0.00575,25.7333,17.7793,3.2021,1.01729,0.32661,0.00573,25.6269,18.5344,3.2394,1.01755,0.3742,0.01074,25.5389,22.4709,3.488,1.03168
398,1056831600,0,37,0.43,"NAN",0.3995,0.03066,25.9082,24.9021,3.5739,1.09221,0.3822,0.01706,25.7202,23.2056,3.5005,1.05027,0.3594,0.01395,25.6559,21.1633,3.3976,1.04097,0.3165,0.0057,25.7372,17.7796,3.2021,1.01714,0.32661,0.00573,25.6232,18.5344,3.2394,1.01757,0.3742,0.01077,25.5336,22.4708,3.488,1.03176
399,1056832200,0,38,0.162,"NAN",0.3995,0.03066,25.9175,24.9021,3.5739,1.09219,0.3822,0.01695,25.7322,23.2059,3.5005,1.04998,0.3594,0.01386,25.6574,21.1636,3.3976,1.04075,0.3165,0.00576,25.7353,17.7794,3.2021,1.01721,0.32662,0.00573,25.6266,18.5344,3.2394,1.01757,0.3742,0.01084,25.5417,22.4706,3.488,1.03194
400,1056832800,0,39,-0.017,"NAN",0.3995,0.03081,25.9113,24.9017,3.5739,1.09258,0.38217,0.01697,25.7325,23.2036,3.50038,1.05001,0.3594,0.01388,25.656,21.1635,3.3976,1.04082,0.31649,0.00585,25.7381,17.7788,3.2021,1.01755,0.32658,0.00573,25.6241,18.5325,3.23929,1.01754,0.3742,0.01081,25.5338,22.4707,3.488,1.03185
401,1056833400,0,40,-0.374,"NAN",0.3995,0.0307,25.9194,24.902,3.5739,1.09231,0.3819,0.01693,25.7372,23.1841,3.4993,1.04991,0.3594,0.01391,25.6599,21.1633,3.3976,1.04094,0.3165,0.00576,25.7378,17.7794,3.2021,1.01725,0.32661,0.00575,25.6266,18.5342,3.2394,1.01766,0.3742,0.01079,25.5433,22.4707,3.488,1.03188
402,1056834000,0,41,-0.452,"NAN",0.3995,0.03069,25.9203,24.902,3.5739,1.09226,0.3819,0.01697,25.7428,23.184,3.4993,1.05005,0.35921,0.01384,25.6666,21.1451,3.39661,1.04067,0.31647,0.00578,25.7266,17.7774,3.20199,1.01731,0.32663,0.00568,25.631,18.5347,3.2394,1.0174,0.3742,0.01079,25.5411,22.4708,3.488,1.03184
403,1056834600,0,42,-0.413,"NAN",0.3995,0.03072,25.9155,24.9019,3.5739,1.09237,0.3819,0.01697,25.7431,23.184,3.4993,1.04998,0.35914,0.01393,25.6663,21.1426,3.3965,1.04095,0.3165,0.00576,25.7359,17.7794,3.2021,1.0172,0.32658,0.00578,25.6291,18.5322,3.23929,1.01771,0.3742,0.01078,25.5433,22.4708,3.488,1.03181
404,1056835200,0,43,-0.843,"NAN",0.3995,0.03069,25.9018,24.902,3.5739,1.0923,0.3819,0.01698,25.7487,23.184,3.4993,1.05006,0.35916,0.01385,25.6657,21.1429,3.3965,1.04075,0.31649,0.00578,25.7358,17.7793,3.2021,1.01728,0.32659,0.00573,25.6282,18.5325,3.23929,1.01755,0.3742,0.01078,25.5391,22.4707,3.488,1.03185
405,1056835800,0,44,-1.01,"NAN",0.39942,0.03068,25.9018,24.8951,3.57357,1.09227,0.3819,0.01702,25.7526,23.1838,3.4993,1.05017,0.35915,0.01391,25.6705,21.1426,3.3965,1.04092,0.31649,0.00581,25.7387,17.7791,3.2021,1.01739,0.3266,0.00579,25.6243,18.534,3.2394,1.01775,0.3742,0.01075,25.5411,22.4709,3.488,1.03168
406,1056836400,0,45,-1.362,"NAN",0.3993,0.03055,25.9001,24.8794,3.5728,1.09187,0.3819,0.01698,25.749,23.184,3.4993,1.05006,0.35918,0.01385,25.6772,21.1429,3.3965,1.04072,0.31648,0.00582,25.7361,17.779,3.2021,1.01743,0.32661,0.00575,25.6255,18.5343,3.2394,1.01762,0.3742,0.0108,25.5414,22.4707,3.488,1.03182
407,1056837000,0,46,-1.334,"NAN",0.39927,0.03069,25.8967,24.8791,3.5728,1.09226,0.3819,0.01702,25.7585,23.1839,3.4993,1.05014,0.35912,0.01398,25.6666,21.1424,3.3965,1.04108,0.3165,0.00579,25.735,17.7793,3.2021,1.01727,0.3266,0.00574,25.6232,18.5343,3.2394,1.01765,0.3742,0.01074,25.54,22.4709,3.488,1.03167
408,1056837600,0,47,-1.406,"NAN",0.3993,0.03046,25.8995,24.8797,3.5728,1.09164,0.3819,0.01701,25.7515,23.1839,3.4993,1.0501,0.35915,0.01384,25.6733,21.1429,3.3965,1.04074,0.3165,0.00575,25.7412,17.7794,3.2021,1.01725,0.32661,0.00574,25.6285,18.5343,3.2394,1.01761,0.3742,0.01077,25.5386,22.4708,3.488,1.0318
409,1056838200,0,48,-1.501,"NAN",0.39928,0.03065,25.8993,24.8792,3.5728,1.09213,0.3819,0.01703,25.7591,23.1838,3.4993,1.05016,0.35918,0.01384,25.6772,21.143,3.3965,1.0407,0.3165,0.00572,25.73,17.7796,3.2021,1.01711,0.3266,0.00574,25.6207,18.5343,3.2394,1.01758,0.3742,0.01078,25.5347,22.4708,3.488,1.03181
410,1056838800,0,49,-2.271,"NAN",0.39929,0.03061,25.8984,24.8793,3.5728,1.09205,0.3819,0.01696,25.7596,23.184,3.4993,1.04995,0.35912,0.01393,25.6783,21.1425,3.3965,1.041,0.3165,0.00578,25.7401,17.7793,3.2021,1.01728,0.32661,0.00575,25.6313,18.5343,3.2394,1.01759,0.3742,0.01077,25.5383,22.4708,3.488,1.03179
411,1056839400,0,50,-2.098,"NAN",0.39928,0.03068,25.8903,24.8791,3.5728,1.09217,0.3819,0.01702,25.7641,23.1838,3.4993,1.05019,0.35915,0.01391,25.6791,21.1427,3.3965,1.04089,0.3165,0.00577,25.7378,17.7793,3.2021,1.01726,0.3266,0.00572,25.6263,18.5345,3.2394,1.01751,0.3742,0.0108,25.5377,22.4708,3.488,1.03182
412,1056840000,0,51,-2.495,"NAN",0.39929,0.03064,25.8867,24.8792,3.5728,1.0921,0.3819,0.01698,25.7694,23.184,3.4993,1.05,0.35916,0.01389,25.6749,21.1428,3.3965,1.04085,0.31649,0.00576,25.7384,17.7794,3.2021,1.01719,0.32661,0.00573,25.626,18.5344,3.2394,1.01758,0.3742,0.01079,25.5414,22.4707,3.488,1.03187
413,1056840600,0,52,-2.634,"NAN",0.39927,0.03071,25.8805,24.879,3.5728,1.0923,0.3819,0.01697,25.761,23.184,3.4993,1.05005,0.35914,0.01387,25.6774,21.1427,3.3965,1.04085,0.3165,0.00581,25.7417,17.7792,3.2021,1.01729,0.32663,0.00569,25.628,18.5347,3.2394,1.01742,0.3742,0.01077,25.5489,22.4708,3.488,1.03179
414,1056841200,0,53,-2.986,"NAN",0.3993,0.03053,25.8704,24.8795,3.5728,1.0918,0.3819,0.01699,25.7655,23.184,3.4993,1.05006,0.35914,0.01391,25.6889,21.1427,3.3965,1.04087,0.31649,0.00576,25.7398,17.7794,3.2021,1.01725,0.32663,0.0057,25.6232,18.5345,3.2394,1.01749,0.3742,0.01084,25.5475,22.4706,3.488,1.03195
415,1056841800,0,54,-2.947,"NAN",0.39929,0.03072,25.8729,24.879,3.5728,1.09232,0.3819,0.01696,25.7734,23.184,3.4993,1.05,0.35917,0.01385,25.6878,21.1429,3.3965,1.04074,0.3165,0.0058,25.735,17.7792,3.2021,1.01734,0.32661,0.00575,25.6291,18.5342,3.2394,1.01769,0.3742,0.01072,25.5486,22.4709,3.488,1.03163
416,1056842400,0,55,-3.382,"NAN",0.39929,0.03062,25.8626,24.8792,3.5728,1.09207,0.3819,0.01701,25.7722,23.1839,3.4993,1.05011,0.35918,0.01385,25.6805,21.1429,3.3965,1.04073,0.3165,0.00581,25.7392,17.7792,3.2021,1.01737,0.32661,0.0057,25.6299,18.5327,3.23929,1.01745,0.3742,0.01075,25.5481,22.4709,3.488,1.03169
417,1056843000,0,56,-3.07,"NAN",0.39929,0.03065,25.8617,24.8791,3.5728,1.09216,0.3819,0.01695,25.7697,23.1841,3.4993,1.04997,0.35915,0.0139,25.6861,21.1428,3.3965,1.04078,0.3165,0.00573,25.737,17.7795,3.2021,1.01719,0.32658,0.00576,25.6324,18.5323,3.23929,1.01764,0.3742,0.01077,25.5475,22.4707,3.488,1.03184
418,1056843600,0,57,-3.499,"NAN",0.39929,0.03068,25.8559,24.8791,3.5728,1.09224,0.3819,0.01696,25.7745,23.184,3.4993,1.04999,0.35917,0.01385,25.692,21.143,3.3965,1.04066,0.3165,0.00576,25.7412,17.7793,3.2021,1.0173,0.3264,0.00577,25.624,18.5148,3.2383,1.01772,0.3742,0.01075,25.545,22.4709,3.488,1.03172
419,1056844200,0,58,-3.89,"NAN",0.3993,0.03055,25.8522,24.8794,3.5728,1.09188,0.38176,0.01697,25.7756,23.1688,3.49853,1.05,0.35916,0.01387,25.6892,21.1429,3.3965,1.04076,0.3165,0.00578,25.7437,17.7793,3.2021,1.01727,0.3264,0.00571,25.6319,18.5151,3.2383,1.01757,0.3742,0.0108,25.5408,22.4707,3.488,1.03191
420,1056844800,0,59,-3.817,"NAN",0.3993,0.03054,25.8466,24.8795,3.5728,1.09184,0.3817,0.01699,25.7823,23.1622,3.4982,1.05003,0.35915,0.01392,25.6858,21.1426,3.3965,1.04092,0.3165,0.00567,25.7322,17.7799,3.2021,1.01698,0.3264,0.00569,25.6232,18.5153,3.2383,1.01744,0.3742,0.01077,25.5439,22.4708,3.488,1.03177
421,1056845400,0,60,-3.722,"NAN",0.39928,0.03063,25.8368,24.8792,3.5728,1.09207,0.3817,0.01698,25.775,23.1622,3.4982,1.05004,0.35913,0.01392,25.6962,21.1426,3.3965,1.04095,0.31649,0.00572,25.7423,17.7795,3.2021,1.01718,0.3264,0.00575,25.6263,18.515,3.2383,1.01761,0.3742,0.01077,25.54,22.4708,3.488,1.03182
422,1056846000,0,61,-4.041,"NAN",0.39928,0.03061,25.8332,24.8793,3.5728,1.09202,0.3817,0.01695,25.772,23.1622,3.4982,1.04997,0.35903,0.01391,25.6931,21.1343,3.39606,1.04094,0.3165,0.00577,25.7389,17.7794,3.2021,1.01721,0.3264,0.00567,25.6302,18.5153,3.2383,1.01744,0.3742,0.01071,25.5484,22.4709,3.488,1.03163
423,1056846600,0,62,-3.812,"NAN",0.3993,0.03062,25.8293,24.8793,3.5728,1.09205,0.3817,0.01698,25.7764,23.1622,3.4982,1.05004,0.3589,0.01393,25.6934,21.1219,3.3954,1.04092,0.3165,0.00575,25.7428,17.7794,3.2021,1.01723,0.3264,0.00574,25.6308,18.515,3.2383,1.01763,0.3742,0.01077,25.5416,22.4708,3.488,1.03181
424,1056847200,0,63,-4.192,"NAN",0.3993,0.03058,25.8268,24.8794,3.5728,1.09192,0.3817,0.01695,25.7759,23.1622,3.4982,1.04998,0.3589,0.01388,25.697,21.1221,3.3954,1.04078,0.3165,0.00582,25.7398,17.7791,3.2021,1.0174,0.3264,0.00571,25.6229,18.5151,3.2383,1.01754,0.3742,0.01073,25.5444,22.4709,3.488,1.03169
425,1056847800,0,64,-4.359,"NAN",0.39927,0.03069,25.8164,24.879,3.5728,1.0923,0.3817,0.01695,25.7792,23.1622,3.4982,1.04996,0.3589,0.01384,25.6925,21.1222,3.3954,1.04068,0.31649,0.00577,25.7428,17.7794,3.2021,1.01725,0.3264,0.00569,25.633,18.5154,3.2383,1.01739,0.3742,0.01085,25.5484,22.4706,3.488,1.03202
426,1056848400,0,65,-3.974,"NAN",0.3993,0.03053,25.8008,24.8794,3.5728,1.09186,0.3817,0.01705,25.7694,23.1619,3.4982,1.05024,0.3589,0.01387,25.7029,21.1221,3.3954,1.04076,0.3165,0.00574,25.7404,17.7794,3.2021,1.01722,0.3264,0.00573,25.6296,18.515,3.2383,1.01761,0.3742,0.01076,25.5498,22.4709,3.488,1.03168
