"TOA5","K34_CR1000_METEO","CR1000","47272","CR1000.Std.32.05","CPU:K34_METEO_JUN2023.CR1","35560","RadSensors"
"LINE","SECONDS","NANOSECONDS","RECORD","Incoming_SW_2_Avg","Outgoing_SW_2_Avg","Incoming_LW_2_Avg","Outgoing_LW_2_Avg","NetSW_2_Avg","NetLW_2_Avg","Net_radiation_2_Avg","mV_LWin_2_Avg","sensorbody_temp_in_LW_2_Avg","mV_LWout_2_Avg","sensorbody_temp_out_LW_2_Avg","albedo_2_Avg"
"LN","SECONDS","NANOSECONDS","RN","","","","","","","","","","","",""
"","","","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
4089,1056838320,0,488,-3.02,0.01,390.57,458.27,-3.01,-67.92,-70.93,-7.424,26.39,-0.325,27.02,-0.003
4090,1056838380,0,489,-2.39,0,389.58,457.32,-2.48,-67.73,-70.21,-7.471,26.41,-0.395,27.04,-0.003
4091,1056838440,0,490,-2.96,0,389.25,456.91,-2.93,-67.64,-70.57,-7.532,26.37,-0.49,27,0.003
4092,1056838500,0,491,-3.02,0,389.97,457.8,-3,-67.92,-70.92,-7.478,26.37,-0.384,27.01,-0.003
4093,1056838560,0,492,-2.69,0,388.55,456.19,-2.68,-67.51,-70.19,-7.547,26.32,-0.515,26.96,0.003
4094,1056838620,0,493,-2.65,0,388.98,457.2,-2.65,-68.09,-70.73,-7.498,26.34,-0.402,26.98,0.003
4095,1056838680,0,494,-3.15,0,389.25,457.24,-3.07,-67.89,-70.96,-7.513,26.32,-0.436,26.96,0
4096,1056838740,0,495,-2.69,0,388.83,456.51,-2.58,-67.67,-70.24,-7.571,26.31,-0.505,26.95,0
4097,1056838800,0,496,-3.01,0,389.135,456.06,-2.91,-67.3,-70.21,-7.49,26.26,-0.473,26.9,0.003
4098,1056838860,0,497,-3.02,0,389.22,455.82,-2.97,-66.46,-69.43,-7.408,26.22,-0.457,26.86,0
4099,1056838920,0,498,-2.79,0,389.43,456.6,-2.84,-67.11,-69.94,-7.416,26.22,-0.423,26.86,-0.003
4100,1056838980,0,499,-2.58,0,389.39,455.58,-2.7,-66.77,-69.47,-7.392,26.22,-0.436,26.85,0.003
4101,1056839040,0,500,-2.69,0,389.55,456.09,-2.65,-66.54,-69.18,-7.426,26.22,-0.483,26.86,-0.003
4102,1056839100,0,501,-2.92,0,390.37,457.15,-2.95,-66.57,-69.52,-7.362,26.26,-0.432,26.89,0
4103,1056839160,0,502,-2.73,-0.01,389.62,456.28,-2.76,-66.74,-69.5,-7.435,26.24,-0.473,26.87,0
4104,1056839220,0,503,-2.58,-0.01,389.82,456.72,-2.65,-66.87,-69.52,-7.428,26.27,-0.457,26.9,0
4105,1056839280,0,504,-2.96,0,390.11,456.5,-3.02,-66.34,-69.37,-7.365,26.25,-0.429,26.88,0
4106,1056839340,0,505,-2.5,-0.01,389.42,456.12,-2.5,-66.59,-69.09,-7.464,26.28,-0.529,26.91,0.003
4107,1056839400,0,506,-2.76,0,389.955,456.34,-3.02,-66.07,-69.08,-7.377,26.23,-0.501,26.86,0.003
4108,1056839460,0,507,-2.54,0,390.27,456.93,-2.65,-66.7,-69.34,-7.349,26.3,-0.352,26.93,0
4109,1056839520,0,508,-2.52,-0.01,389.77,455.76,-2.53,-66.11,-68.65,-7.437,26.32,-0.527,26.95,0
4110,1056839580,0,509,-3.05,0.01,390.7,457.44,-3,-66.85,-69.86,-7.361,26.35,-0.378,26.98,-0.005
4111,1056839640,0,510,-2.65,-0.01,389.65,456.07,-2.66,-66.28,-68.94,-7.461,26.34,-0.53,26.97,0
4112,1056839700,0,511,-2.6,0,389.465,455.75,-2.63,-66.56,-69.18,-7.447,26.35,-0.457,26.98,-0.003
4113,1056839760,0,512,-2.6,0,389.21,455.36,-2.6,-66.42,-69.02,-7.47,26.34,-0.53,26.96,0
4114,1056839820,0,513,-2.73,0.01,389.58,456.5,-2.73,-66.84,-69.57,-7.513,26.35,-0.557,26.97,0.006
4115,1056839880,0,514,-2.71,-0.01,389.6,456.55,-2.76,-67.08,-69.85,-7.443,26.35,-0.397,26.96,-0.003
4116,1056839940,0,515,-2.71,-0.01,389.04,456.04,-2.79,-66.97,-69.75,-7.453,26.34,-0.441,26.96,0
4117,1056840000,0,516,-2.53,0,388.675,455.99,-2.53,-66.96,-69.49,-7.514,26.36,-0.507,26.98,0
4118,1056840060,0,517,-2.52,0,388.49,455.92,-2.47,-67.53,-70,-7.625,26.35,-0.579,26.97,0.007
4119,1056840120,0,518,-2.84,0,389.16,457.25,-2.82,-68.06,-70.89,-7.614,26.39,-0.511,27,0.003
4120,1056840180,0,519,-2.69,-0.02,388.07,456.54,-2.6,-68.41,-71,-7.665,26.37,-0.529,26.99,0
4121,1056840240,0,520,-2.86,-0.01,388.12,456.75,-2.77,-68.66,-71.43,-7.65,26.36,-0.457,26.98,0
4122,1056840300,0,521,-2.875,-0.005,387.805,456.22,-2.91,-68.84,-71.75,-7.662,26.36,-0.468,26.98,0
4123,1056840360,0,522,-2.79,0,387.56,455.64,-2.77,-68.5,-71.27,-7.695,26.33,-0.529,26.95,0.003
4124,1056840420,0,523,-2.56,0,388.02,457.41,-2.61,-69.41,-72.02,-7.684,26.38,-0.441,27,0.003
4125,1056840480,0,524,-3.07,0,387.63,456.85,-3.11,-69.55,-72.66,-7.641,26.34,-0.35,26.97,-0.002
4126,1056840540,0,525,-2.88,0,387.39,456.06,-2.88,-69.07,-71.95,-7.716,26.31,-0.507,26.94,-0.003
4127,1056840600,0,526,-2.71,0.01,387.2,456.24,-2.75,-69.19,-71.95,-7.713,26.31,-0.477,26.94,0
4128,1056840660,0,527,-2.94,-0.01,387.18,456.48,-2.97,-69.15,-72.12,-7.689,26.3,-0.488,26.93,-0.003
4129,1056840720,0,528,-2.88,-0.01,386.93,455.96,-2.79,-69.03,-71.82,-7.716,26.29,-0.503,26.92,0.003
4130,1056840780,0,529,-3,-0.01,387.16,455.42,-3.09,-68.57,-71.65,-7.625,26.24,-0.448,26.88,0
4131,1056840840,0,530,-2.77,0,387,455.11,-2.72,-68.02,-70.74,-7.658,26.24,-0.554,26.87,0.003
4132,1056840900,0,531,-2.6,-0.01,386.81,454.59,-2.6,-67.87,-70.47,-7.702,26.21,-0.628,26.84,0.003
4133,1056840960,0,532,-3,0,387.5,455.68,-2.99,-68.25,-71.24,-7.622,26.21,-0.492,26.84,0.003
4134,1056841020,0,533,-2.86,0,387.15,455.46,-2.86,-68.33,-71.18,-7.635,26.19,-0.492,26.82,0
4135,1056841080,0,534,-2.67,-0.01,386.56,454.52,-2.68,-67.68,-70.36,-7.608,26.17,-0.485,26.8,-0.003
4136,1056841140,0,535,-2.86,0,387.17,455.78,-2.91,-68.65,-71.55,-7.631,26.17,-0.476,26.8,0
4137,1056841200,0,536,-2.605,-0.015,386.585,455.04,-2.43,-68.24,-70.66,-7.657,26.16,-0.508,26.8,-0.003
4138,1056841260,0,537,-2.79,-0.01,386.71,455.3,-2.73,-68.52,-71.25,-7.647,26.14,-0.48,26.78,0
4139,1056841320,0,538,-2.98,0,387.33,455.59,-2.95,-68.26,-71.21,-7.547,26.13,-0.386,26.76,0
4140,1056841380,0,539,-2.77,-0.01,386.73,454.23,-2.74,-67.4,-70.15,-7.569,26.09,-0.502,26.73,0
4141,1056841440,0,540,-2.21,0,386.77,455.25,-2.2,-68.35,-70.55,-7.641,26.16,-0.516,26.79,0
4142,1056841500,0,541,-2.54,0,387.04,455.95,-2.55,-68.83,-71.38,-7.62,26.16,-0.426,26.8,-0.003
4143,1056841560,0,542,-2.88,0,387.04,455.84,-2.75,-68.71,-71.47,-7.656,26.17,-0.457,26.81,0.003
4144,1056841620,0,543,-2.88,0,387.13,456.12,-2.81,-68.84,-71.65,-7.639,26.18,-0.439,26.82,0
4145,1056841680,0,544,-2.81,0,387.44,457.03,-2.82,-69.63,-72.45,-7.639,26.24,-0.352,26.88,-0.006
4146,1056841740,0,545,-2.92,0,387.14,456.5,-2.9,-69.52,-72.42,-7.668,26.24,-0.405,26.88,0
4147,1056841800,0,546,-2.88,0,386.8,456.45,-2.84,-69.75,-72.6,-7.708,26.23,-0.447,26.88,0
4148,1056841860,0,547,-2.5,-0.01,386.48,456.27,-2.52,-70,-72.52,-7.731,26.24,-0.414,26.88,0
4149,1056841920,0,548,-2.71,-0.01,386.55,456.06,-2.68,-69.67,-72.35,-7.721,26.24,-0.433,26.88,-0.003
4150,1056841980,0,549,-2.6,0,385.73,455.75,-2.63,-70.03,-72.65,-7.812,26.23,-0.503,26.88,0.003
4151,1056842040,0,550,-2.86,0,386.6,457.11,-2.9,-70.27,-73.17,-7.731,26.25,-0.377,26.9,0
4152,1056842100,0,551,-2.75,0,386.195,456.495,-2.68,-70.2,-72.88,-7.777,26.26,-0.411,26.91,-0.003
4153,1056842160,0,552,-2.81,0,386.25,456.51,-2.8,-70.22,-73.02,-7.755,26.26,-0.455,26.91,0
4154,1056842220,0,553,-2.63,0,385.69,455.29,-2.55,-69.78,-72.33,-7.738,26.27,-0.442,26.91,0
4155,1056842280,0,554,-3.15,0,386.7,456.37,-3.11,-70.22,-73.33,-7.769,26.27,-0.416,26.91,0
4156,1056842340,0,555,-2.79,0,385.94,455.96,-2.75,-69.83,-72.58,-7.695,26.25,-0.333,26.9,-0.005
4157,1056842400,0,556,-2.49,-0.005,385.475,455.905,-2.29,-70.3,-72.59,-7.911,26.32,-0.558,26.96,0.003
4158,1056842460,0,557,-2.71,0,385.53,455.97,-2.73,-70.45,-73.18,-7.809,26.3,-0.414,26.94,0
4159,1056842520,0,558,-2.44,-0.01,386.01,456.1,-2.65,-70.38,-73.04,-7.828,26.31,-0.454,26.95,0.003
4160,1056842580,0,559,-2.77,0,385.79,456.92,-2.79,-70.87,-73.67,-7.852,26.32,-0.457,26.96,0
4161,1056842640,0,560,-3,-0.01,386.12,456.72,-2.95,-70.83,-73.78,-7.821,26.32,-0.396,26.97,0
4162,1056842700,0,561,-3.05,0,385.81,456.77,-2.98,-70.94,-73.92,-7.88,26.32,-0.489,26.97,-0.003
4163,1056842760,0,562,-3.09,-0.01,385.78,456.66,-3.19,-70.81,-74.01,-7.869,26.28,-0.495,26.93,0
4164,1056842820,0,563,-2.94,-0.01,385.76,455.87,-2.95,-70.06,-73.02,-7.819,26.24,-0.509,26.89,0
4165,1056842880,0,564,-2.67,0,385.57,455.66,-2.62,-69.97,-72.59,-7.805,26.24,-0.485,26.89,0
4166,1056842940,0,565,-2.77,0,385.82,455.7,-2.77,-69.89,-72.66,-7.802,26.23,-0.513,26.88,0.003
4167,1056843000,0,566,-2.755,-0.01,385.76,455.585,-2.55,-69.82,-72.38,-7.824,26.22,-0.529,26.87,0.003
4168,1056843060,0,567,-2.84,-0.02,385.8,455.68,-2.75,-69.81,-72.56,-7.743,26.23,-0.404,26.88,0
4169,1056843120,0,568,-2.63,0,385.47,455.29,-2.64,-69.8,-72.44,-7.848,26.22,-0.576,26.87,0
4170,1056843180,0,569,-2.94,0,386.58,456.6,-2.97,-69.97,-72.94,-7.713,26.22,-0.379,26.87,-0.003
4171,1056843240,0,570,-2.65,-0.01,386.13,455.83,-2.66,-69.8,-72.46,-7.766,26.22,-0.494,26.87,0
4172,1056843300,0,571,-2.98,-0.005,386.11,455.97,-2.83,-58.05,-60.87,-7.77,26.22,-0.483,26.87,0.003
4173,1056843360,0,572,-2.98,0,386.44,456.43,-2.99,-70.14,-73.13,-7.738,26.22,-0.417,26.87,-0.005
4174,1056843420,0,573,-2.77,0,385.89,455.44,-2.72,-69.56,-72.28,-7.807,26.23,-0.553,26.87,0.003
4175,1056843480,0,574,-2.88,0,385.86,455.37,-2.84,-69.25,-72.09,-7.817,26.21,-0.588,26.85,0.003
4176,1056843540,0,575,-3.02,0,386.43,456.56,-3.05,-70.24,-73.29,-7.744,26.22,-0.39,26.87,-0.003
4177,1056843600,0,576,-2.67,-0.01,385.44,455.28,-2.76,-69.89,-72.65,-7.83,26.2,-0.532,26.85,0.006
4178,1056843660,0,577,-2.48,0,385.43,455.15,-2.51,-69.83,-72.35,-7.795,26.2,-0.48,26.86,0.003
4179,1056843720,0,578,-2.81,0,386.17,456.32,-3.01,-70.48,-73.49,-7.732,26.2,-0.364,26.85,-0.002
4180,1056843780,0,579,-2.65,0.01,385.68,455.97,-2.55,-70.27,-72.82,-7.817,26.24,-0.46,26.89,0
4181,1056843840,0,580,-2.88,0,385.61,455.64,-2.81,-69.89,-72.7,-7.805,26.23,-0.517,26.87,0.003
4182,1056843900,0,581,-3,0,386.04,456.41,-2.96,-70.26,-73.22,-7.768,26.23,-0.427,26.88,0
4183,1056843960,0,582,-2.71,-0.01,386.31,456.36,-2.74,-70.34,-73.08,-7.783,26.26,-0.422,26.9,-0.003
4184,1056844020,0,583,-3.17,0,386.04,456.13,-3.11,-70.14,-73.25,-7.797,26.22,-0.474,26.87,0.003
4185,1056844080,0,584,-2.75,0.01,385.67,456.86,-2.68,-71.16,-73.84,-7.867,26.27,-0.453,26.92,0
4186,1056844140,0,585,-2.56,0,385.29,455.95,-2.51,-70.53,-73.04,-7.892,26.25,-0.532,26.9,0
4187,1056844200,0,586,-2.69,-0.005,385.64,455.81,-2.37,-70.24,-72.61,-7.845,26.29,-0.46,26.94,0
4188,1056844260,0,587,-3.07,0,385.87,455.95,-3.09,-69.9,-72.99,-7.846,26.26,-0.542,26.91,0
4189,1056844320,0,588,-2.63,-0.01,384.87,454.57,-2.71,-69.9,-72.61,-7.825,26.22,-0.482,26.87,0
4190,1056844380,0,589,-2.65,0,385.29,455.63,-2.62,-70.19,-72.8,-7.826,26.24,-0.507,26.89,-0.003
4191,1056844440,0,590,-2.81,-0.01,385.04,455.48,-2.79,-70.26,-73.05,-7.871,26.24,-0.547,26.89,0.006
4192,1056844500,0,591,-2.9,0,385.68,456.67,-2.77,-70.73,-73.51,-7.885,26.25,-0.51,26.9,-0.003
4193,1056844560,0,592,-3.07,0.01,385.84,456.47,-3.11,-70.46,-73.57,-7.815,26.22,-0.465,26.87,0
4194,1056844620,0,593,-2.9,-0.01,384.91,455.14,-2.93,-70.26,-73.19,-7.834,26.18,-0.51,26.83,0
4195,1056844680,0,594,-3.17,0,385.18,455.19,-3.09,-69.91,-73,-7.85,26.15,-0.55,26.79,0
4196,1056844740,0,595,-2.84,0.01,385.44,456.07,-2.97,-70.46,-73.43,-7.818,26.17,-0.48,26.81,0
4197,1056844800,0,596,-2.77,-0.005,384.835,454.505,-2.74,-69.59,-72.34,-7.865,26.14,-0.592,26.78,0
4198,1056844860,0,597,-2.75,0,384.97,454.5,-2.74,-69.97,-72.71,-7.873,26.14,-0.556,26.78,0.003
4199,1056844920,0,598,-3.09,0.01,384.82,454.96,-3,-70.22,-73.22,-7.851,26.12,-0.51,26.76,0
4200,1056844980,0,599,-2.9,-0.01,384.68,454.45,-2.88,-69.66,-72.54,-7.83,26.09,-0.55,26.74,0
4201,1056845040,0,600,-2.96,-0.01,384.82,454.32,-2.84,-69.3,-72.13,-7.794,26.08,-0.535,26.72,0
4202,1056845100,0,601,-3.055,-0.005,385.29,455.005,-3.01,-69.83,-72.84,-7.812,26.09,-0.532,26.72,0
4203,1056845160,0,602,-3.13,0,385.46,454.97,-3.17,-69.5,-72.67,-7.687,26.05,-0.358,26.69,-0.002
4204,1056845220,0,603,-2.5,-0.01,384.69,453.47,-2.58,-68.97,-71.54,-7.733,26.07,-0.486,26.71,0
4205,1056845280,0,604,-2.44,0.01,384.23,453.87,-2.39,-69.57,-71.96,-7.887,26.09,-0.622,26.73,0
4206,1056845340,0,605,-2.88,-0.01,384.47,454.2,-2.72,-69.78,-72.5,-7.883,26.07,-0.591,26.7,0
4207,1056845400,0,606,-2.825,-0.005,384.325,454.11,-2.89,-70.37,-73.25,-7.765,26.04,-0.408,26.68,-0.003
4208,1056845460,0,607,-2.86,-0.01,383.79,453.25,-2.89,-69.35,-72.24,-7.789,25.99,-0.482,26.63,-0.002
4209,1056845520,0,608,-2.77,-0.01,383.29,452.98,-2.74,-69.64,-72.38,-7.842,25.97,-0.556,26.6,0.005
4210,1056845580,0,609,-2.71,0,384.27,454.33,-2.71,-70.06,-72.77,-7.78,26,-0.464,26.64,0.003
4211,1056845640,0,610,-2.67,-0.01,384.77,454.49,-2.73,-70,-72.73,-7.724,26.03,-0.395,26.67,0
4212,1056845700,0,611,-2.46,0,384.73,454.27,-2.44,-69.29,-71.72,-7.766,26.07,-0.494,26.69,0
4213,1056845760,0,612,-2.75,-0.01,389.52,454.29,-2.75,-69.49,-72.24,-7.797,26.05,-0.577,26.69,0
4214,1056845820,0,613,-3.13,0,385.24,455.06,-3.18,-70.07,-73.25,-7.739,26.06,-0.416,26.69,-0.002
4215,1056845880,0,614,-2.96,0,385.11,455.11,-3.05,-70.13,-73.18,-7.745,26.06,-0.396,26.7,0
4216,1056845940,0,615,-2.56,0,384.53,454.44,-2.63,-69.96,-72.59,-7.836,26.1,-0.513,26.72,0
4217,1056846000,0,616,-2.54,-0.01,384.14,454.2,-2.6,-70.12,-72.72,-7.843,26.09,-0.505,26.72,0
4218,1056846060,0,617,-3.05,0.01,384.97,455.51,-2.92,-70.45,-73.37,-7.84,26.14,-0.484,26.77,0.003
4219,1056846120,0,618,-2.75,0,384.69,455.21,-2.78,-70.35,-73.13,-7.87,26.15,-0.533,26.78,0.006
4220,1056846180,0,619,-2.6,-0.02,384.79,454.64,-2.67,-69.89,-72.56,-7.837,26.15,-0.546,26.78,0
4221,1056846240,0,620,-2.37,-0.02,384.15,453.64,-2.38,-69.65,-72.03,-7.858,26.15,-0.581,26.78,0
4222,1056846300,0,621,-2.67,0,384.86,454.94,-2.67,-69.97,-72.64,-7.892,26.17,-0.579,26.8,0.003
4223,1056846360,0,622,-2.86,0.01,385.25,455.79,-2.99,-70.35,-73.34,-7.831,26.16,-0.503,26.8,-0.003
4224,1056846420,0,623,-2.81,0,384.33,454.03,-2.72,-69.59,-72.32,-7.873,26.15,-0.577,26.78,0.003
4225,1056846480,0,624,-2.65,0,384.28,454.33,-2.53,-69.92,-72.46,-7.923,26.14,-0.643,26.77,0.006
4226,1056846540,0,625,-2.84,-0.01,384.25,454.85,-2.72,-70.48,-73.2,-7.937,26.16,-0.573,26.79,0.003
4227,1056846600,0,626,-2.73,-0.005,384.53,454.755,-2.43,-70.1,-72.52,-7.88,26.13,-0.569,26.76,0
4228,1056846660,0,627,-3,0,384.8,455.15,-2.98,-70.41,-73.4,-7.846,26.15,-0.516,26.78,0
4229,1056846720,0,628,-3.11,0,384.88,454.73,-3.09,-69.71,-72.8,-7.78,26.11,-0.464,26.75,-0.003
4230,1056846780,0,629,-2.94,0,384.99,454.34,-2.9,-69.6,-72.5,-7.784,26.1,-0.49,26.73,0
4231,1056846840,0,630,-2.42,-0.02,384.22,453.44,-2.44,-69.23,-71.67,-7.84,26.08,-0.646,26.71,0.003
4232,1056846900,0,631,-3.015,-0.005,384.815,453.9,-2.91,-68.76,-71.67,-7.776,26.03,-0.652,26.66,0
4233,1056846960,0,632,-3.13,0,384.95,454.58,-3.11,-69.66,-72.77,-7.73,26.02,-0.483,26.66,0
4234,1056847020,0,633,-2.69,-0.01,385.09,453.94,-2.86,-69.08,-71.94,-7.756,26.01,-0.535,26.65,0.003
4235,1056847080,0,634,-2.5,-0.01,384.65,454.22,-2.41,-69.5,-71.91,-7.813,26.06,-0.56,26.7,0
4236,1056847140,0,635,-2.98,0,385.25,454.44,-2.83,-69.26,-72.09,-7.734,26.04,-0.501,26.67,0.003
4237,1056847200,0,636,-3,0,385.9,454.78,-2.98,-69.18,-72.17,-7.691,26.02,-0.476,26.66,0
4238,1056847260,0,637,-3.02,-0.01,385.29,454.14,-3,-42.74,-45.75,-7.69,26,-0.491,26.64,0.003
4239,1056847320,0,638,-2.77,-0.01,385.26,454.31,-2.66,-68.76,-71.42,-7.688,26.01,-0.513,26.65,0
4240,1056847380,0,639,-2.6,0,385.91,455.54,-2.59,-69.5,-72.09,-7.702,26.08,-0.439,26.71,0.003
4241,1056847440,0,640,-2.73,-0.01,384.98,454.03,-2.76,-68.84,-71.61,-7.725,26.03,-0.534,26.67,0
4242,1056847500,0,641,-2.73,0,385.3,454.42,-2.78,-69.03,-71.81,-7.684,26.03,-0.447,26.67,0.003
4243,1056847560,0,642,-2.75,0,385.12,454.53,-2.91,-69.71,-72.61,-7.704,26.04,-0.383,26.68,-0.002
4244,1056847620,0,643,-2.96,0,385.12,455.56,-2.84,-70.52,-73.36,-7.817,26.1,-0.443,26.73,0.003
4245,1056847680,0,644,-2.58,-0.02,383.81,453.17,-2.55,-69.21,-71.76,-7.851,26.02,-0.639,26.66,0.003
4246,1056847740,0,645,-2.9,0,385.09,456.36,-2.8,-70.44,-73.24,-7.79,26.11,-0.389,26.75,-0.003
4247,1056847800,0,646,-2.87,0,384.42,454.545,-2.9,-70.81,-73.71,-7.869,26.09,-0.468,26.74,0.003
4248,1056847860,0,647,-2.84,0,384.45,454.13,-2.86,-69.6,-72.46,-7.826,26.07,-0.535,26.71,0.003
4249,1056847920,0,648,-2.88,0,384.72,454.53,-2.79,-69.71,-72.49,-7.838,26.08,-0.571,26.73,0.003
4250,1056847980,0,649,-3.05,0,385.15,454.57,-3.05,-69.3,-72.34,-7.738,26.08,-0.46,26.72,-0.002
4251,1056848040,0,650,-2.71,0.01,384.76,454.81,-2.74,-70.12,-72.86,-7.844,26.08,-0.536,26.73,0
4252,1056848100,0,651,-2.77,0,384.95,454.98,-2.79,-70.04,-72.83,-7.796,26.09,-0.496,26.73,0
4253,1056848160,0,652,-2.94,-0.01,384.89,454.43,-2.77,-69.72,-72.49,-7.811,26.05,-0.528,26.69,0
4254,1056848220,0,653,-2.77,0,385.21,454.76,-2.71,-69.72,-72.43,-7.789,26.07,-0.526,26.72,0
4255,1056848280,0,654,-2.65,0.01,385.7,455.95,-2.76,-70.21,-72.97,-7.789,26.13,-0.448,26.76,0
4256,1056848340,0,655,-2.52,-0.01,384.93,454.67,-2.54,-70.05,-72.59,-7.818,26.13,-0.482,26.77,0
4257,1056848400,0,656,-2.81,0.005,384.72,454.74,-2.9,-70.07,-72.97,-7.8,26.11,-0.482,26.75,0
4258,1056848460,0,657,-2.81,0.01,384.38,454.43,-2.86,-70.11,-72.96,-7.87,26.09,-0.56,26.73,0.003
4259,1056848520,0,658,-2.69,0,384.56,454.64,-2.63,-69.96,-72.58,-7.863,26.11,-0.54,26.75,0.003
4260,1056848580,0,659,-2.69,-0.01,384.37,455.04,-2.67,-70.72,-73.39,-7.914,26.13,-0.528,26.77,0.003
4261,1056848640,0,660,-3.09,0.01,385.06,455.5,-3.11,-70.22,-73.33,-7.83,26.11,-0.461,26.76,0
4262,1056848700,0,661,-2.615,0,384.76,454.74,-2.69,-70.12,-72.81,-7.826,26.11,-0.51,26.75,0
4263,1056848760,0,662,-2.58,0,384.79,454.57,-2.7,-70.18,-72.88,-7.794,26.11,-0.442,26.76,0
4264,1056848820,0,663,-2.88,-0.01,384.57,454.93,-2.88,-70.21,-73.09,-7.857,26.12,-0.508,26.76,0
4265,1056848880,0,664,-2.98,0,384.35,454.25,-2.95,-69.72,-72.67,-7.848,26.07,-0.579,26.72,0
4266,1056848940,0,665,-3,-0.01,384.59,454.48,-2.96,-69.81,-72.77,-7.827,26.07,-0.504,26.72,0.003
4267,1056849000,0,666,-2.92,-0.01,384.455,454.37,-2.89,-70.11,-73,-7.825,26.08,-0.51,26.73,0
4268,1056849060,0,667,-2.92,-0.01,384.46,453.97,-2.89,-69.81,-72.7,-7.781,26.07,-0.492,26.71,0
4269,1056849120,0,668,-3.28,0.01,385.45,455.04,-3.41,-70.29,-73.7,-7.787,26.07,-0.451,26.72,0
4270,1056849180,0,669,-3,0,384.5,454.4,-3.07,-69.96,-73.03,-7.848,26.05,-0.536,26.7,0
4271,1056849240,0,670,-3.17,0.01,385.14,454.75,-3.26,-69.97,-73.23,-7.766,26.02,-0.447,26.66,-0.002
4272,1056849300,0,671,-2.9,-0.01,384.715,454.47,-2.88,-69.92,-72.8,-7.787,26.06,-0.47,26.71,0
4273,1056849360,0,672,-2.92,-0.01,384.16,453.82,-2.87,-69.75,-72.62,-7.859,26.03,-0.585,26.68,0.003
4274,1056849420,0,673,-2.94,-0.01,384.16,453.53,-2.92,-69.57,-72.49,-7.818,25.98,-0.546,26.63,0.003
4275,1056849480,0,674,-3.09,0.02,384.84,454.88,-3.09,-70.13,-73.22,-7.782,26.02,-0.445,26.66,-0.003
4276,1056849540,0,675,-2.63,0,383.53,454.39,-2.56,-70.79,-73.35,-7.923,26.03,-0.519,26.68,0.006
4277,1056849600,0,676,-2.89,-0.005,383.99,454.44,-2.58,-70.08,-72.66,-7.865,26.02,-0.528,26.66,0
4278,1056849660,0,677,-3.13,0,384.26,455.07,-3.1,-71,-74.09,-7.842,26.02,-0.423,26.66,-0.003
4279,1056849720,0,678,-2.69,-0.01,383.67,454.15,-2.72,-70.81,-73.54,-7.881,26.02,-0.492,26.67,-0.003
4280,1056849780,0,679,-2.98,0,383.56,454.28,-3.05,-70.83,-73.87,-7.935,26.01,-0.561,26.65,0.003
4281,1056849840,0,680,-2.98,0,383.46,453.96,-3.18,-70.14,-73.33,-7.868,25.97,-0.515,26.61,-0.002
4282,1056849900,0,681,-2.96,0,383.37,453.555,-2.94,-70.21,-73.15,-7.9,25.97,-0.552,26.61,0
4283,1056849960,0,682,-3,0,383.49,453.53,-2.94,-69.94,-72.88,-7.887,25.95,-0.591,26.59,0
4284,1056850020,0,683,-3.02,0,383.38,452.93,-3.04,-69.5,-72.54,-7.823,25.9,-0.582,26.54,0
4285,1056850080,0,684,-2.96,-0.01,383.29,452.63,-2.97,-69.5,-72.48,-7.814,25.85,-0.548,26.49,0
4286,1056850140,0,685,-2.42,0,383.05,452.82,-2.47,-69.56,-72.03,-7.87,25.88,-0.62,26.52,0.003
4287,1056850200,0,686,-2.885,0,383.29,452.705,-2.92,-69.09,-72.01,-7.83,25.83,-0.596,26.47,0.003
4288,1056850260,0,687,-2.96,0.01,383.75,453.61,-2.91,-70.04,-72.95,-7.844,25.91,-0.552,26.54,-0.003
4289,1056850320,0,688,-2.92,-0.01,382.85,452.22,-2.87,-69.19,-72.06,-7.886,25.85,-0.682,26.49,0.006
4290,1056850380,0,689,-2.79,0,383.09,453.12,-2.84,-70.02,-72.85,-7.842,25.87,-0.536,26.51,0.003
4291,1056850440,0,690,-2.65,-0.02,382.44,452.02,-2.63,-69.51,-72.14,-7.917,25.86,-0.658,26.49,0.003
4292,1056850500,0,691,-2.745,-0.005,383.14,452.81,-2.94,-69.86,-72.8,-7.782,25.85,-0.492,26.49,-0.003
4293,1056850560,0,692,-2.63,-0.01,382.78,452.48,-2.58,-69.68,-72.27,-7.889,25.86,-0.61,26.49,0.003
4294,1056850620,0,693,-2.9,0,382.59,452.46,-2.83,-69.74,-72.57,-7.867,25.83,-0.578,26.46,0.003
4295,1056850680,0,694,-3.15,0,383.15,452.84,-3.12,-69.62,-72.74,-7.811,25.82,-0.551,26.45,-0.003
4296,1056850740,0,695,-3.05,0,383.41,453.15,-2.96,-69.83,-72.79,-7.828,25.86,-0.557,26.49,0
4297,1056850800,0,696,-3.035,0,382.935,452.745,-2.89,-69.68,-72.58,-7.871,25.86,-0.594,26.49,0.003
4298,1056850860,0,697,-3.17,0,382.95,452.81,-3.15,-69.8,-72.95,-7.879,25.82,-0.607,26.45,0.003
4299,1056850920,0,698,-2.86,-0.01,382.93,452.62,-2.97,-70.05,-73.02,-7.806,25.81,-0.48,26.45,-0.003
4300,1056850980,0,699,-2.67,-0.01,382.42,452.09,-2.71,-69.67,-72.38,-7.856,25.81,-0.575,26.45,-0.003
